Hash	Code	Message	KeyId	UTC
9ceaa2cb5cba0c4d77cca2d5333bc4c4	RequestException	('Connection aborted.', ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None))	Key-VS-1 (GDQl...SlST)	2026-05-05T13:44:21.856912+00:00
301147fa61a2e0d7e904cfc5feb054f3	RequestException	('Connection aborted.', ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None))	Key-VS-1 (GDQl...SlST)	2026-05-05T14:06:00.727790+00:00
1160715945609096166f9d639f97a3fa	RequestException	('Connection aborted.', ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None))	Key-VS-1 (GDQl...SlST)	2026-05-05T20:37:57.636642+00:00
790e15fd5fbb89294831ab10622d0279	RequestException	HTTPSConnectionPool(host='virusshare.com', port=443): Max retries exceeded with url: /apiv2/file?apikey=GDQlqcMwD7P2LI8zrrtxuHFKyi9bSlST&hash=790e15fd5fbb89294831ab10622d0279 (Caused by NameResolutionError("HTTPSConnection(host='virusshare.com', port=443): Failed to resolve 'virusshare.com' ([Errno 11001] getaddrinfo failed)"))	Key-VS-1 (GDQl...SlST)	2026-05-05T23:10:04.663632+00:00
9b6cdfe2e882705d5f8854ef54780793	RequestException	HTTPSConnectionPool(host='virusshare.com', port=443): Max retries exceeded with url: /apiv2/file?apikey=GDQlqcMwD7P2LI8zrrtxuHFKyi9bSlST&hash=9b6cdfe2e882705d5f8854ef54780793 (Caused by NameResolutionError("HTTPSConnection(host='virusshare.com', port=443): Failed to resolve 'virusshare.com' ([Errno 11001] getaddrinfo failed)"))	Key-VS-1 (GDQl...SlST)	2026-05-06T00:04:35.721820+00:00
50a9dbdd54ea42320e0c75d8aa45c7a9	RequestException	HTTPSConnectionPool(host='virusshare.com', port=443): Read timed out. (read timeout=45)	Key-VS-1 (GDQl...SlST)	2026-05-06T00:07:39.225865+00:00
0fc4afa85979d601b5c176b519c2b1fc	RequestException	HTTPSConnectionPool(host='virusshare.com', port=443): Max retries exceeded with url: /apiv2/file?apikey=GDQlqcMwD7P2LI8zrrtxuHFKyi9bSlST&hash=0fc4afa85979d601b5c176b519c2b1fc (Caused by NameResolutionError("HTTPSConnection(host='virusshare.com', port=443): Failed to resolve 'virusshare.com' ([Errno 11001] getaddrinfo failed)"))	Key-VS-1 (GDQl...SlST)	2026-05-06T01:06:03.354301+00:00
af4a1acc84b64d9106efa4de974e404c	RequestException	HTTPSConnectionPool(host='virusshare.com', port=443): Max retries exceeded with url: /apiv2/file?apikey=GDQlqcMwD7P2LI8zrrtxuHFKyi9bSlST&hash=af4a1acc84b64d9106efa4de974e404c (Caused by NameResolutionError("HTTPSConnection(host='virusshare.com', port=443): Failed to resolve 'virusshare.com' ([Errno 11001] getaddrinfo failed)"))	Key-VS-1 (GDQl...SlST)	2026-05-06T01:19:32.853151+00:00
0eb6c8f21a36006ea24ce95331d5cd25	RequestException	HTTPSConnectionPool(host='virusshare.com', port=443): Max retries exceeded with url: /apiv2/file?apikey=GDQlqcMwD7P2LI8zrrtxuHFKyi9bSlST&hash=0eb6c8f21a36006ea24ce95331d5cd25 (Caused by NameResolutionError("HTTPSConnection(host='virusshare.com', port=443): Failed to resolve 'virusshare.com' ([Errno 11001] getaddrinfo failed)"))	Key-VS-1 (GDQl...SlST)	2026-05-06T05:28:51.826722+00:00
30295f7605479128939f4c1b847d35d2	RequestException	HTTPSConnectionPool(host='virusshare.com', port=443): Max retries exceeded with url: /apiv2/file?apikey=GDQlqcMwD7P2LI8zrrtxuHFKyi9bSlST&hash=30295f7605479128939f4c1b847d35d2 (Caused by NameResolutionError("HTTPSConnection(host='virusshare.com', port=443): Failed to resolve 'virusshare.com' ([Errno 11001] getaddrinfo failed)"))	Key-VS-1 (GDQl...SlST)	2026-05-06T05:29:21.420128+00:00
d942be119afb4521a4368bd86f0fe132	RequestException	('Connection aborted.', ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None))	Key-VS-1 (GDQl...SlST)	2026-05-06T08:47:16.995661+00:00
2925702dd7eeb27f5d0659ed77c76d31	RequestException	('Connection aborted.', ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None))	Key-VS-1 (GDQl...SlST)	2026-05-06T08:47:48.640130+00:00
